station_id,timestamp,longitude,latitude,temp_f,dewpoint_f,humidity_percent,wind_direction_deg,wind_speed_kt,precip_1hr_in,altimeter_inhg,visibility_miles,wind_gust_kt,sky_cover_1,sky_cover_2,sky_cover_3,sky_altitude_1_ft,sky_altitude_2_ft,sky_altitude_3_ft,weather_codes,feels_like_f
HAF,2023-08-01 00:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,6.0,0.0,30.02,4.0,12.0,BKN,<NA>,<NA>,900.0,,,HZ,59.0
HAF,2023-08-01 00:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,310.0,6.0,0.0,30.01,5.0,,BKN,<NA>,<NA>,900.0,,,HZ,59.0
HAF,2023-08-01 00:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,320.0,9.0,0.0,30.01,5.0,,BKN,<NA>,<NA>,900.0,,,HZ,59.0
HAF,2023-08-01 01:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,320.0,8.0,0.0,30.0,5.0,,BKN,<NA>,<NA>,900.0,,,BR,59.0
HAF,2023-08-01 01:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,5.0,0.0,30.0,4.0,10.0,BKN,BKN,<NA>,900.0,1300.0,,BR,59.0
HAF,2023-08-01 01:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,280.0,4.0,0.0,30.0,4.0,,OVC,<NA>,<NA>,900.0,,,BR,59.0
HAF,2023-08-01 02:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,230.0,4.0,0.0,30.01,4.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 02:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,240.0,4.0,0.0,30.01,4.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 02:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,4.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 03:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,4.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 03:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,4.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 03:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,5.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 04:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,6.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 04:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,5.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 04:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,6.0,,OVC,<NA>,<NA>,800.0,,,BR,57.2
HAF,2023-08-01 05:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,,3.0,0.0,30.02,6.0,,OVC,<NA>,<NA>,800.0,,,BR,57.2
HAF,2023-08-01 05:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,5.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 05:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,6.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 06:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,5.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 06:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,6.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 06:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.02,5.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 07:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,5.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 07:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,5.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 07:55:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,0.0,0.0,0.0,30.01,6.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 08:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,6.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 08:35:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,230.0,3.0,0.0,30.01,6.0,,OVC,<NA>,<NA>,900.0,,,BR,57.2
HAF,2023-08-01 08:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,190.0,3.0,0.0,30.01,5.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 09:15:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,200.0,3.0,0.0,30.01,5.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 09:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,4.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 09:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.01,6.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 10:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,200.0,3.0,0.0,30.01,4.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 10:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,190.0,4.0,0.0,30.01,4.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 10:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,180.0,4.0,0.0,30.0,2.0,,<NA>,<NA>,<NA>,,,,BR,57.2
HAF,2023-08-01 11:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,180.0,4.0,0.0,30.0,4.0,,OVC,<NA>,<NA>,700.0,,,BR,55.4
HAF,2023-08-01 11:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,170.0,4.0,0.0,30.01,2.5,,OVC,<NA>,<NA>,600.0,,,BR,55.4
HAF,2023-08-01 11:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,180.0,4.0,0.0,30.01,2.0,,OVC,<NA>,<NA>,500.0,,,BR,55.4
HAF,2023-08-01 12:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,,5.0,0.0,30.01,2.5,,OVC,<NA>,<NA>,400.0,,,BR,55.4
HAF,2023-08-01 12:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,5.0,0.0,30.02,3.0,,OVC,<NA>,<NA>,500.0,,,BR,55.4
HAF,2023-08-01 12:55:00+00:00,-122.4996,37.5136,55.4,53.6,93.65,240.0,4.0,0.0,30.02,5.0,,OVC,<NA>,<NA>,600.0,,,BR,55.4
HAF,2023-08-01 13:15:00+00:00,-122.4996,37.5136,55.4,53.6,93.65,0.0,0.0,0.0,30.02,6.0,,OVC,<NA>,<NA>,800.0,,,BR,55.4
HAF,2023-08-01 13:35:00+00:00,-122.4996,37.5136,55.4,53.6,93.65,0.0,0.0,0.0,30.02,2.5,,OVC,<NA>,<NA>,700.0,,,BR,55.4
HAF,2023-08-01 13:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,160.0,4.0,0.0,30.02,2.0,,OVC,<NA>,<NA>,600.0,,,BR,55.4
HAF,2023-08-01 14:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,170.0,4.0,0.0,30.03,2.0,,OVC,<NA>,<NA>,600.0,,,BR,55.4
HAF,2023-08-01 14:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,170.0,6.0,0.0,30.03,2.0,,OVC,<NA>,<NA>,600.0,,,BR,55.4
HAF,2023-08-01 14:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,200.0,4.0,0.0,30.04,1.75,,OVC,<NA>,<NA>,500.0,,,BR,55.4
HAF,2023-08-01 15:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,190.0,4.0,0.0,30.04,4.0,,OVC,<NA>,<NA>,700.0,,,BR,55.4
HAF,2023-08-01 15:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,210.0,4.0,0.0,30.05,2.0,,BKN,<NA>,<NA>,700.0,,,BR,55.4
HAF,2023-08-01 15:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,170.0,5.0,0.0,30.05,2.0,,BKN,<NA>,<NA>,600.0,,,BR,57.2
HAF,2023-08-01 16:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,170.0,5.0,0.0,30.06,1.25,,OVC,<NA>,<NA>,400.0,,,BR,55.4
HAF,2023-08-01 16:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,6.0,0.0,30.06,1.25,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-01 16:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,6.0,0.0,30.07,1.75,,OVC,<NA>,<NA>,400.0,,,BR,55.4
HAF,2023-08-01 17:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,6.0,0.0,30.07,1.5,,BKN,OVC,<NA>,400.0,700.0,,BR,55.4
HAF,2023-08-01 17:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,250.0,4.0,0.0,30.07,1.75,,OVC,<NA>,<NA>,400.0,,,BR,55.4
HAF,2023-08-01 17:55:00+00:00,-122.4996,37.5136,55.4,53.6,93.65,,4.0,0.0,30.07,3.0,,SCT,<NA>,<NA>,500.0,,,BR,55.4
HAF,2023-08-01 18:15:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,,5.0,0.0,30.07,4.0,,FEW,FEW,<NA>,600.0,1300.0,,BR,57.2
HAF,2023-08-01 18:35:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,,4.0,0.0,30.07,4.0,,SCT,SCT,<NA>,700.0,1400.0,,BR,57.2
HAF,2023-08-01 18:55:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,0.0,0.0,0.0,30.08,4.0,,FEW,<NA>,<NA>,700.0,,,BR,57.2
HAF,2023-08-01 19:15:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,230.0,3.0,0.0,30.08,3.0,,SCT,<NA>,<NA>,800.0,,,BR,57.2
HAF,2023-08-01 19:35:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,0.0,0.0,0.0,30.08,3.0,,SCT,<NA>,<NA>,700.0,,,BR,57.2
HAF,2023-08-01 19:55:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,0.0,0.0,0.0,30.07,3.0,,BKN,<NA>,<NA>,600.0,,,BR,57.2
HAF,2023-08-01 20:15:00+00:00,-122.4996,37.5136,57.2,53.6,87.74,0.0,0.0,0.0,30.07,4.0,,SCT,SCT,<NA>,700.0,1300.0,,BR,57.2
HAF,2023-08-01 20:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,5.0,0.0,30.07,6.0,,SCT,SCT,<NA>,800.0,1200.0,,BR,59.0
HAF,2023-08-01 20:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,4.0,0.0,30.07,5.0,,FEW,FEW,<NA>,800.0,1200.0,,BR,59.0
HAF,2023-08-01 21:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,4.0,0.0,30.07,5.0,,FEW,FEW,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-01 21:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,5.0,0.0,30.07,5.0,,FEW,FEW,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-01 21:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,270.0,5.0,0.0,30.06,5.0,,FEW,FEW,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-01 22:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,260.0,4.0,0.0,30.06,9.0,,BKN,<NA>,<NA>,1300.0,,,<NA>,59.0
HAF,2023-08-01 22:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,4.0,0.0,30.05,7.0,,BKN,<NA>,<NA>,1300.0,,,<NA>,59.0
HAF,2023-08-01 22:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,5.0,0.0,30.05,8.0,,BKN,<NA>,<NA>,1300.0,,,<NA>,59.0
HAF,2023-08-01 23:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,250.0,4.0,0.0,30.05,6.0,,BKN,<NA>,<NA>,1300.0,,,BR,59.0
HAF,2023-08-01 23:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.05,3.0,,BKN,BKN,<NA>,600.0,1300.0,,BR,57.2
HAF,2023-08-01 23:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,250.0,4.0,0.0,30.05,6.0,,SCT,BKN,<NA>,600.0,1100.0,,BR,59.0
HAF,2023-08-02 00:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,,3.0,0.0,30.05,2.0,,BKN,BKN,BKN,600.0,900.0,1200.0,BR,57.2
HAF,2023-08-02 00:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,250.0,3.0,0.0,30.05,2.0,,BKN,BKN,BKN,600.0,900.0,1300.0,BR,57.2
HAF,2023-08-02 00:55:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,260.0,5.0,0.0,30.05,2.0,,BKN,BKN,BKN,600.0,900.0,1300.0,BR,57.2
HAF,2023-08-02 01:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,310.0,8.0,0.0,30.05,1.25,,BKN,BKN,OVC,400.0,800.0,1300.0,BR,57.2
HAF,2023-08-02 01:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,310.0,6.0,0.0,30.05,2.5,,FEW,SCT,OVC,500.0,900.0,1300.0,BR,57.2
HAF,2023-08-02 01:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,310.0,6.0,0.0,30.05,1.75,,BKN,OVC,<NA>,800.0,1300.0,,BR,57.2
HAF,2023-08-02 02:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,300.0,3.0,0.0,30.06,1.75,,BKN,BKN,BKN,600.0,1000.0,1300.0,BR,57.2
HAF,2023-08-02 02:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,310.0,5.0,0.0,30.06,1.25,,BKN,OVC,<NA>,400.0,800.0,,BR,55.4
HAF,2023-08-02 03:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,0.0,0.0,0.0,30.06,1.0,,OVC,<NA>,<NA>,400.0,,,BR,55.4
HAF,2023-08-02 03:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,0.0,0.0,0.0,30.07,1.75,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 03:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,0.0,0.0,0.0,30.07,1.5,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 04:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,0.0,0.0,0.0,30.08,1.5,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 04:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,230.0,5.0,0.0,30.09,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 04:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,250.0,5.0,0.0,30.08,1.75,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 05:15:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,260.0,3.0,0.0,30.08,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 05:35:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,260.0,3.0,0.0,30.08,1.25,,OVC,<NA>,<NA>,200.0,,,BR,57.2
HAF,2023-08-02 05:55:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,260.0,4.0,0.0,30.08,1.5,,BKN,OVC,<NA>,300.0,1000.0,,BR,57.2
HAF,2023-08-02 06:15:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,230.0,4.0,0.0,30.08,1.5,,BKN,OVC,<NA>,200.0,1100.0,,BR,57.2
HAF,2023-08-02 06:35:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,220.0,4.0,0.0,30.08,1.25,,OVC,<NA>,<NA>,200.0,,,BR,57.2
HAF,2023-08-02 06:55:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,220.0,5.0,0.0,30.08,1.25,,OVC,<NA>,<NA>,200.0,,,BR,57.2
HAF,2023-08-02 07:15:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,230.0,4.0,0.0,30.08,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 07:35:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,230.0,4.0,0.0,30.08,1.25,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 07:55:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,,4.0,0.0,30.07,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 08:15:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,240.0,5.0,0.0,30.07,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 08:35:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,240.0,4.0,0.0,30.07,2.0,,BKN,BKN,OVC,300.0,700.0,1500.0,BR,57.2
HAF,2023-08-02 08:55:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,230.0,3.0,0.0,30.07,1.5,,OVC,<NA>,<NA>,200.0,,,BR,57.2
HAF,2023-08-02 09:15:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,230.0,5.0,0.0,30.06,1.5,,OVC,<NA>,<NA>,200.0,,,BR,57.2
HAF,2023-08-02 09:35:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,230.0,5.0,0.0,30.06,1.5,,OVC,<NA>,<NA>,200.0,,,BR,57.2
HAF,2023-08-02 09:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,230.0,5.0,0.0,30.05,1.25,,OVC,<NA>,<NA>,200.0,,,BR,55.4
HAF,2023-08-02 10:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,230.0,4.0,0.0,30.05,1.5,,OVC,<NA>,<NA>,200.0,,,BR,55.4
HAF,2023-08-02 10:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,230.0,3.0,0.0,30.04,2.0,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 10:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,210.0,4.0,0.0,30.04,2.0,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 11:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,220.0,5.0,0.0,30.04,1.5,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 11:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,0.0,0.0,0.0,30.04,1.75,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 11:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,190.0,4.0,0.0,30.04,1.5,,OVC,<NA>,<NA>,200.0,,,BR,55.4
HAF,2023-08-02 12:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,190.0,6.0,0.0,30.04,1.75,,OVC,<NA>,<NA>,200.0,,,BR,55.4
HAF,2023-08-02 12:35:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,190.0,6.0,0.0,30.05,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 12:55:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,200.0,5.0,0.0,30.05,1.5,,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 13:15:00+00:00,-122.4996,37.5136,57.2,57.2,100.0,220.0,5.0,0.0,30.05,1.0,10.0,OVC,<NA>,<NA>,300.0,,,BR,57.2
HAF,2023-08-02 13:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,250.0,5.0,0.0,30.05,1.0,,OVC,<NA>,<NA>,300.0,,,BR,55.4
HAF,2023-08-02 13:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,4.0,0.0,30.06,1.5,,BKN,OVC,<NA>,600.0,1100.0,,BR,55.4
HAF,2023-08-02 14:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,0.0,0.0,0.0,30.06,2.0,,SCT,BKN,BKN,400.0,800.0,1300.0,BR,55.4
HAF,2023-08-02 14:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,250.0,4.0,0.0,30.06,3.0,,BKN,<NA>,<NA>,1300.0,,,BR,55.4
HAF,2023-08-02 14:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,5.0,0.0,30.07,1.0,,BKN,OVC,<NA>,600.0,1300.0,,BR,55.4
HAF,2023-08-02 15:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,250.0,4.0,0.0,30.07,2.5,,SCT,BKN,<NA>,600.0,1300.0,,BR,55.4
HAF,2023-08-02 15:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,280.0,6.0,0.0,30.08,3.0,,FEW,BKN,<NA>,600.0,1000.0,,BR,55.4
HAF,2023-08-02 15:55:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,260.0,5.0,0.0,30.08,3.0,,FEW,BKN,BKN,500.0,900.0,1300.0,BR,55.4
HAF,2023-08-02 16:15:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,230.0,5.0,0.0,30.08,5.0,,BKN,BKN,<NA>,800.0,1300.0,,BR,55.4
HAF,2023-08-02 16:35:00+00:00,-122.4996,37.5136,55.4,55.4,100.0,210.0,5.0,0.0,30.08,2.0,,SCT,BKN,BKN,400.0,800.0,1300.0,BR,55.4
HAF,2023-08-02 16:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,170.0,5.0,0.0,30.08,4.0,,OVC,<NA>,<NA>,700.0,,,BR,57.2
HAF,2023-08-02 17:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,190.0,5.0,0.0,30.08,7.0,,BKN,OVC,<NA>,800.0,1300.0,,<NA>,57.2
HAF,2023-08-02 17:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,170.0,5.0,0.0,30.09,9.0,,BKN,OVC,<NA>,800.0,1300.0,,<NA>,57.2
HAF,2023-08-02 17:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,200.0,4.0,0.0,30.1,9.0,,BKN,OVC,<NA>,700.0,1300.0,,<NA>,57.2
HAF,2023-08-02 18:15:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,250.0,5.0,0.0,30.1,5.0,,OVC,<NA>,<NA>,700.0,,,BR,57.2
HAF,2023-08-02 18:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,0.0,0.0,0.0,30.1,7.0,,BKN,OVC,<NA>,600.0,1300.0,,<NA>,57.2
HAF,2023-08-02 18:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,150.0,5.0,0.0,30.1,10.0,,FEW,BKN,<NA>,500.0,1200.0,,<NA>,59.0
HAF,2023-08-02 19:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,170.0,4.0,0.0,30.1,5.0,,BKN,OVC,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-02 19:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,270.0,6.0,0.0,30.1,7.0,,BKN,OVC,<NA>,900.0,1300.0,,<NA>,59.0
HAF,2023-08-02 19:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,250.0,4.0,0.0,30.1,6.0,,BKN,<NA>,<NA>,1100.0,,,BR,59.0
HAF,2023-08-02 20:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,,3.0,0.0,30.11,4.0,,SCT,BKN,<NA>,900.0,1300.0,,BR,59.0
HAF,2023-08-02 20:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,210.0,5.0,0.0,30.1,4.0,,BKN,BKN,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-02 20:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,260.0,4.0,0.0,30.11,3.0,,OVC,<NA>,<NA>,600.0,,,BR,57.2
HAF,2023-08-02 21:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,280.0,5.0,0.0,30.11,4.0,,BKN,BKN,<NA>,600.0,1300.0,,BR,59.0
HAF,2023-08-02 21:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,6.0,0.0,30.11,4.0,,BKN,BKN,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-02 21:55:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,300.0,7.0,0.0,30.11,5.0,,BKN,BKN,<NA>,800.0,1300.0,,BR,57.2
HAF,2023-08-02 22:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,6.0,0.0,30.1,5.0,,BKN,BKN,<NA>,800.0,1300.0,,BR,59.0
HAF,2023-08-02 22:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,310.0,6.0,0.0,30.1,6.0,,SCT,BKN,<NA>,900.0,1300.0,,HZ,59.0
HAF,2023-08-02 22:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,7.0,0.0,30.1,7.0,,FEW,BKN,<NA>,900.0,1300.0,,<NA>,59.0
HAF,2023-08-02 23:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,6.0,0.0,30.1,7.0,,SCT,BKN,<NA>,900.0,1300.0,,<NA>,59.0
HAF,2023-08-02 23:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,5.0,0.0,30.1,6.0,,SCT,BKN,<NA>,900.0,1300.0,,BR,59.0
HAF,2023-08-02 23:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,6.0,0.0,30.09,6.0,,SCT,BKN,<NA>,900.0,1300.0,,BR,59.0
HAF,2023-08-03 00:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,7.0,0.0,30.09,6.0,,OVC,<NA>,<NA>,1200.0,,,BR,59.0
HAF,2023-08-03 00:35:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,6.0,0.0,30.09,5.0,,BKN,OVC,<NA>,1000.0,1300.0,,BR,59.0
HAF,2023-08-03 00:55:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,300.0,6.0,0.0,30.09,7.0,,BKN,OVC,<NA>,900.0,1300.0,,<NA>,59.0
HAF,2023-08-03 01:15:00+00:00,-122.4996,37.5136,59.0,55.4,87.83,280.0,6.0,0.0,30.09,7.0,,BKN,OVC,<NA>,800.0,1300.0,,<NA>,59.0
HAF,2023-08-03 01:35:00+00:00,-122.4996,37.5136,57.2,55.4,93.69,280.0,5.0,0.0,30.09,5.0,,BKN,OVC,<NA>,800.0,1300.0,,BR,57.2
